,Classifiers,batch,score,time,confusion_matrix
11,Logistic Regression,2000,0.7744603212495311,0.25332164764404297,"[[4990    9   58   91   43   14  303    6   43    3]
 [   5 3341  156  358  340   66 1479   82  207  621]
 [  32   32 5330  104   22    4  122  217   18    7]
 [  10   11  136 5132   83   46   24  311    5   61]
 [  40    6   12    2 5359    0  169   28    1  105]
 [  15   13   67 1391  366 3289  253   96   22   27]
 [  79   49    2    7   40  199 5427    0   55    0]
 [   0   81   28   59  239    5    0 5340    4  341]
 [ 686   86   86   58  273   82  529  189 2706 1000]
 [  89   34    6  174  725    2   10  265    3 4505]]"
12,Logistic Regression,3000,0.7933703918425808,0.3610343933105469,"[[4991   10   24   99   47   25  310   10   42    2]
 [   3 3516  157  298  441  107 1363  121  132  517]
 [  29   30 5280  100   26    2  136  259   22    4]
 [   9    9   58 5173   99   53   16  352    7   43]
 [  36    7   13    1 5360    0  151   40    1  113]
 [  15   13   25 1224  345 3592  196   96   18   15]
 [  74   45    0    6   41  236 5415    0   41    0]
 [   0   80   23   61  273    6    0 5452    5  197]
 [ 504   72   59   45  260   91  440  221 3215  788]
 [  65   31    5  156  688    3   10  317    4 4534]]"
13,Logistic Regression,4000,0.8020495856494901,0.4188778400421143,"[[4992    8   25   89   52   33  313   14   33    1]
 [   2 3511  190  268  308  113 1426  148  131  558]
 [  25   31 5333   68   25    2  139  228   34    3]
 [   8    9   72 5112   87   53   18  412    7   41]
 [  39    6   14    1 5315    1  148   53    2  143]
 [  13   10   25 1053  322 3793  187  102   21   13]
 [  72   38    0    3   44  212 5438    0   51    0]
 [   0   77   25   68  243    6    0 5485   12  181]
 [ 476   71   55   48  226   76  427  233 3440  643]
 [  61   32    6  151  551    3   10  373    8 4618]]"
14,Logistic Regression,5000,0.8074037445009037,0.5435492992401123,"[[5033    8   17   87   46   20  300   13   35    1]
 [   2 3532  206  255  304   99 1338  106  155  658]
 [  30   27 5354   50   25    2  152  213   32    3]
 [  10    9   60 5202   87   51   16  334    7   43]
 [  37    6   15    1 5307    1  149   48    2  156]
 [  16   10   21 1063  324 3787  193   89   22   14]
 [  77   35    0    3   42  177 5436    0   88    0]
 [   0   78   28   73  251    6    0 5462    9  190]
 [ 484   65   57   49  219   66  386  201 3485  683]
 [  59   33    6  141  515    2    9  288    7 4753]]"
15,Logistic Regression,6000,0.8276949834600825,0.8417403697967529,"[[5049    8   20   91   37   20  280   12   42    1]
 [   1 3793  244  260  455   88 1081  170   90  473]
 [  25   32 5458   68   22    1   87  155   37    3]
 [   8   10   49 5316   57   42   10  276    7   44]
 [  38    6   14    1 5323    1  146   52    3  138]
 [  12   10   20 1054  277 3867  158   74   39   28]
 [  70   39    0    4   35  170 5439    0  101    0]
 [   0   72   26   72  227    4    0 5590   10   96]
 [ 307   71   54   49  200   55  271  172 3927  589]
 [  57   36    6  129  501    2    8  290    5 4779]]"
16,Logistic Regression,7000,0.8478668621900897,0.9893577098846436,"[[5115    9   22   60   37   15  251    9   41    1]
 [   0 4203  248  251  678   75  695  230   73  202]
 [  27   29 5472   73   20    1   72  148   44    2]
 [   6   10   48 5372   54   40    6  234   11   38]
 [  37    6   15    2 5351    1  131   47    3  129]
 [  13   12   25  895  251 4105  116   59   42   21]
 [  73   42    0    1   43  131 5468    0  100    0]
 [   0   63   27   76  248    4    0 5601   12   66]
 [ 248   76   49   50  199   50  168  142 4276  437]
 [  62   33    8  132  536    2    6  267    6 4761]]"
17,Logistic Regression,8000,0.8696074753606384,1.1429474353790283,"[[5215    7   22   43   28    8  204    8   24    1]
 [   1 5081  156  244  361   60  407   95   44  206]
 [  27   22 5523   73   17    1   61  119   43    2]
 [   6    9   39 5467   32   43    4  171   10   38]
 [  35    8   16    1 5355    1  129   44    3  130]
 [  14   11   22  916  183 4164  106   41   41   41]
 [  66   39    0    1   37  119 5498    0   98    0]
 [   0   61   31   92  258    4    0 5562   12   77]
 [ 233   68   57   56  180   55  166  113 4282  485]
 [  60   33    8  130  482    2    6  233    7 4852]]"
18,Logistic Regression,9000,0.8796507860723664,1.268613576889038,"[[5271    6   21   33   26    6  165    7   24    1]
 [   2 5264  131  236  337   55  330   83   44  173]
 [  27   20 5561   72   18    1   51  102   34    2]
 [   5    9   40 5486   32   43    2  154   14   34]
 [  37    8   16    1 5356    1  121   48    4  130]
 [  14   12   20  889  158 4235   99   34   43   35]
 [  68   42    0    1   34  113 5489    0  111    0]
 [   0   55   37  103  265    3    0 5551   12   71]
 [ 194   66   51   54  158   52  134  102 4472  412]
 [  61   29    8  142  432    1    6  223    8 4903]]"
19,Logistic Regression,10000,0.8867441939774239,1.37432861328125,"[[5287    6   21   29   23    5  158    7   23    1]
 [   1 5374  139  238  316   56  290   68   28  145]
 [  26   22 5572   75   17    1   45   91   37    2]
 [   5    9   41 5537   21   41    1  119   15   30]
 [  34    7   16    1 5349    1  122   49    7  136]
 [  10   15   20  814  139 4358   82   27   48   26]
 [  66   41    0    1   27  107 5504    0  112    0]
 [   0   53   39  120  249    4    0 5553   13   66]
 [ 177   72   50   60  140   58  120   89 4528  401]
 [  59   33    9  145  398    1    6  212    8 4942]]"
20,Logistic Regression,11000,0.8867441939774239,1.6047136783599854,"[[5297    5   21   31   25    5  147    7   21    1]
 [   2 5327  140  253  338   58  293   66   37  141]
 [  27   23 5588   72   15    1   35   88   37    2]
 [   5    8   42 5529   27   39    1  119   16   33]
 [  35    6   18    1 5349    1  116   48    7  141]
 [  10   13   22  757  141 4410   84   28   48   26]
 [  68   40    0    1   28  104 5504    0  113    0]
 [   0   54   39  117  250    3    0 5551   14   69]
 [ 186   64   54   61  145   57  126   87 4500  415]
 [  59   30    9  143  400    1    6  207    9 4949]]"
